step,tl_id,lane_idqueue_length
1206,0,4i_0,0
1206,0,3i_0,0
1206,0,2i_0,0
1206,0,1i_0,0
1207,0,4i_0,1
1207,0,3i_0,0
1207,0,2i_0,0
1207,0,1i_0,0
1208,0,4i_0,1
1208,0,3i_0,0
1208,0,2i_0,0
1208,0,1i_0,0
1209,0,4i_0,1
1209,0,3i_0,0
1209,0,2i_0,0
1209,0,1i_0,0
1210,0,4i_0,1
1210,0,3i_0,1
1210,0,2i_0,0
1210,0,1i_0,0
1211,0,4i_0,2
1211,0,3i_0,1
1211,0,2i_0,0
1211,0,1i_0,0
1212,0,4i_0,2
1212,0,3i_0,1
1212,0,2i_0,0
1212,0,1i_0,0
1213,0,4i_0,2
1213,0,3i_0,1
1213,0,2i_0,0
1213,0,1i_0,0
1214,0,4i_0,2
1214,0,3i_0,1
1214,0,2i_0,0
1214,0,1i_0,0
1215,0,4i_0,2
1215,0,3i_0,1
1215,0,2i_0,0
1215,0,1i_0,0
1216,0,4i_0,2
1216,0,3i_0,1
1216,0,2i_0,0
1216,0,1i_0,0
1217,0,4i_0,2
1217,0,3i_0,1
1217,0,2i_0,0
1217,0,1i_0,0
1218,0,4i_0,3
1218,0,3i_0,1
1218,0,2i_0,0
1218,0,1i_0,0
1219,0,4i_0,3
1219,0,3i_0,2
1219,0,2i_0,0
1219,0,1i_0,0
1220,0,4i_0,3
1220,0,3i_0,2
1220,0,2i_0,0
1220,0,1i_0,0
1221,0,4i_0,3
1221,0,3i_0,2
1221,0,2i_0,0
1221,0,1i_0,0
1222,0,4i_0,3
1222,0,3i_0,2
1222,0,2i_0,0
1222,0,1i_0,0
1223,0,4i_0,3
1223,0,3i_0,3
1223,0,2i_0,0
1223,0,1i_0,0
1224,0,4i_0,4
1224,0,3i_0,3
1224,0,2i_0,0
1224,0,1i_0,0
1225,0,4i_0,4
1225,0,3i_0,3
1225,0,2i_0,0
1225,0,1i_0,0
1226,0,4i_0,4
1226,0,3i_0,3
1226,0,2i_0,0
1226,0,1i_0,0
1227,0,4i_0,4
1227,0,3i_0,3
1227,0,2i_0,0
1227,0,1i_0,0
1228,0,4i_0,4
1228,0,3i_0,3
1228,0,2i_0,0
1228,0,1i_0,0
1229,0,4i_0,4
1229,0,3i_0,3
1229,0,2i_0,0
1229,0,1i_0,0
1230,0,4i_0,5
1230,0,3i_0,4
1230,0,2i_0,0
1230,0,1i_0,0
1231,0,4i_0,5
1231,0,3i_0,4
1231,0,2i_0,0
1231,0,1i_0,0
1232,0,4i_0,5
1232,0,3i_0,4
1232,0,2i_0,0
1232,0,1i_0,0
1233,0,4i_0,5
1233,0,3i_0,4
1233,0,2i_0,0
1233,0,1i_0,0
1234,0,4i_0,6
1234,0,3i_0,4
1234,0,2i_0,0
1234,0,1i_0,0
1235,0,4i_0,6
1235,0,3i_0,4
1235,0,2i_0,0
1235,0,1i_0,0
1236,0,4i_0,6
1236,0,3i_0,5
1236,0,2i_0,0
1236,0,1i_0,0
1237,0,4i_0,6
1237,0,3i_0,5
1237,0,2i_0,0
1237,0,1i_0,0
1238,0,4i_0,6
1238,0,3i_0,5
1238,0,2i_0,0
1238,0,1i_0,0
1239,0,4i_0,6
1239,0,3i_0,5
1239,0,2i_0,0
1239,0,1i_0,0
1240,0,4i_0,6
1240,0,3i_0,5
1240,0,2i_0,0
1240,0,1i_0,0
1241,0,4i_0,6
1241,0,3i_0,5
1241,0,2i_0,0
1241,0,1i_0,0
1242,0,4i_0,7
1242,0,3i_0,5
1242,0,2i_0,0
1242,0,1i_0,0
1243,0,4i_0,7
1243,0,3i_0,5
1243,0,2i_0,0
1243,0,1i_0,0
1244,0,4i_0,7
1244,0,3i_0,5
1244,0,2i_0,0
1244,0,1i_0,0
1245,0,4i_0,7
1245,0,3i_0,5
1245,0,2i_0,0
1245,0,1i_0,0
1246,0,4i_0,7
1246,0,3i_0,5
1246,0,2i_0,0
1246,0,1i_0,0
1247,0,4i_0,7
1247,0,3i_0,5
1247,0,2i_0,0
1247,0,1i_0,0
1248,0,4i_0,7
1248,0,3i_0,5
1248,0,2i_0,0
1248,0,1i_0,0
1249,0,4i_0,7
1249,0,3i_0,5
1249,0,2i_0,0
1249,0,1i_0,0
1250,0,4i_0,7
1250,0,3i_0,5
1250,0,2i_0,0
1250,0,1i_0,0
1251,0,4i_0,7
1251,0,3i_0,5
1251,0,2i_0,0
1251,0,1i_0,0
1252,0,4i_0,7
1252,0,3i_0,4
1252,0,2i_0,0
1252,0,1i_0,0
1253,0,4i_0,7
1253,0,3i_0,4
1253,0,2i_0,0
1253,0,1i_0,0
1254,0,4i_0,7
1254,0,3i_0,4
1254,0,2i_0,0
1254,0,1i_0,0
1255,0,4i_0,6
1255,0,3i_0,3
1255,0,2i_0,0
1255,0,1i_0,0
1256,0,4i_0,5
1256,0,3i_0,2
1256,0,2i_0,0
1256,0,1i_0,1
1257,0,4i_0,5
1257,0,3i_0,1
1257,0,2i_0,0
1257,0,1i_0,1
1258,0,4i_0,4
1258,0,3i_0,1
1258,0,2i_0,0
1258,0,1i_0,2
1259,0,4i_0,4
1259,0,3i_0,0
1259,0,2i_0,1
1259,0,1i_0,2
1260,0,4i_0,4
1260,0,3i_0,1
1260,0,2i_0,1
1260,0,1i_0,2
1261,0,4i_0,3
1261,0,3i_0,2
1261,0,2i_0,1
1261,0,1i_0,2
1262,0,4i_0,3
1262,0,3i_0,3
1262,0,2i_0,1
1262,0,1i_0,2
1263,0,4i_0,5
1263,0,3i_0,3
1263,0,2i_0,0
1263,0,1i_0,1
1264,0,4i_0,5
1264,0,3i_0,3
1264,0,2i_0,0
1264,0,1i_0,1
1265,0,4i_0,5
1265,0,3i_0,3
1265,0,2i_0,0
1265,0,1i_0,1
1266,0,4i_0,6
1266,0,3i_0,3
1266,0,2i_0,0
1266,0,1i_0,0
1267,0,4i_0,7
1267,0,3i_0,3
1267,0,2i_0,0
1267,0,1i_0,0
1268,0,4i_0,8
1268,0,3i_0,3
1268,0,2i_0,0
1268,0,1i_0,0
1269,0,4i_0,8
1269,0,3i_0,3
1269,0,2i_0,0
1269,0,1i_0,0
1270,0,4i_0,8
1270,0,3i_0,3
1270,0,2i_0,0
1270,0,1i_0,0
1271,0,4i_0,9
1271,0,3i_0,3
1271,0,2i_0,0
1271,0,1i_0,0
1272,0,4i_0,9
1272,0,3i_0,3
1272,0,2i_0,0
1272,0,1i_0,0
1273,0,4i_0,9
1273,0,3i_0,3
1273,0,2i_0,0
1273,0,1i_0,0
1274,0,4i_0,9
1274,0,3i_0,3
1274,0,2i_0,0
1274,0,1i_0,0
1275,0,4i_0,9
1275,0,3i_0,3
1275,0,2i_0,0
1275,0,1i_0,0
1276,0,4i_0,9
1276,0,3i_0,3
1276,0,2i_0,0
1276,0,1i_0,0
1277,0,4i_0,9
1277,0,3i_0,3
1277,0,2i_0,0
1277,0,1i_0,0
1278,0,4i_0,10
1278,0,3i_0,3
1278,0,2i_0,0
1278,0,1i_0,0
1279,0,4i_0,10
1279,0,3i_0,3
1279,0,2i_0,0
1279,0,1i_0,0
1280,0,4i_0,10
1280,0,3i_0,3
1280,0,2i_0,0
1280,0,1i_0,0
1281,0,4i_0,10
1281,0,3i_0,3
1281,0,2i_0,0
1281,0,1i_0,0
1282,0,4i_0,10
1282,0,3i_0,3
1282,0,2i_0,0
1282,0,1i_0,0
1283,0,4i_0,10
1283,0,3i_0,4
1283,0,2i_0,0
1283,0,1i_0,0
1284,0,4i_0,10
1284,0,3i_0,4
1284,0,2i_0,0
1284,0,1i_0,0
1285,0,4i_0,10
1285,0,3i_0,4
1285,0,2i_0,0
1285,0,1i_0,0
1286,0,4i_0,10
1286,0,3i_0,4
1286,0,2i_0,0
1286,0,1i_0,0
1287,0,4i_0,10
1287,0,3i_0,4
1287,0,2i_0,0
1287,0,1i_0,0
1288,0,4i_0,10
1288,0,3i_0,5
1288,0,2i_0,0
1288,0,1i_0,0
1289,0,4i_0,10
1289,0,3i_0,5
1289,0,2i_0,0
1289,0,1i_0,0
1290,0,4i_0,10
1290,0,3i_0,5
1290,0,2i_0,0
1290,0,1i_0,0
1291,0,4i_0,10
1291,0,3i_0,5
1291,0,2i_0,0
1291,0,1i_0,0
1292,0,4i_0,10
1292,0,3i_0,5
1292,0,2i_0,0
1292,0,1i_0,0
1293,0,4i_0,10
1293,0,3i_0,5
1293,0,2i_0,0
1293,0,1i_0,0
1294,0,4i_0,10
1294,0,3i_0,5
1294,0,2i_0,0
1294,0,1i_0,0
1295,0,4i_0,9
1295,0,3i_0,4
1295,0,2i_0,0
1295,0,1i_0,0
1296,0,4i_0,9
1296,0,3i_0,4
1296,0,2i_0,0
1296,0,1i_0,0
1297,0,4i_0,10
1297,0,3i_0,4
1297,0,2i_0,0
1297,0,1i_0,0
1298,0,4i_0,9
1298,0,3i_0,3
1298,0,2i_0,0
1298,0,1i_0,0
1299,0,4i_0,8
1299,0,3i_0,3
1299,0,2i_0,1
1299,0,1i_0,0
1300,0,4i_0,7
1300,0,3i_0,3
1300,0,2i_0,1
1300,0,1i_0,0
1301,0,4i_0,7
1301,0,3i_0,2
1301,0,2i_0,1
1301,0,1i_0,0
1302,0,4i_0,6
1302,0,3i_0,1
1302,0,2i_0,1
1302,0,1i_0,1
1303,0,4i_0,5
1303,0,3i_0,0
1303,0,2i_0,1
1303,0,1i_0,1
1304,0,4i_0,4
1304,0,3i_0,0
1304,0,2i_0,1
1304,0,1i_0,1
1305,0,4i_0,4
1305,0,3i_0,0
1305,0,2i_0,1
1305,0,1i_0,1
1306,0,4i_0,3
1306,0,3i_0,0
1306,0,2i_0,1
1306,0,1i_0,2
1307,0,4i_0,2
1307,0,3i_0,0
1307,0,2i_0,1
1307,0,1i_0,2
1308,0,4i_0,1
1308,0,3i_0,0
1308,0,2i_0,1
1308,0,1i_0,2
1309,0,4i_0,0
1309,0,3i_0,0
1309,0,2i_0,1
1309,0,1i_0,2
1310,0,4i_0,0
1310,0,3i_0,0
1310,0,2i_0,1
1310,0,1i_0,2
1311,0,4i_0,0
1311,0,3i_0,0
1311,0,2i_0,1
1311,0,1i_0,3
1312,0,4i_0,0
1312,0,3i_0,0
1312,0,2i_0,1
1312,0,1i_0,3
1313,0,4i_0,0
1313,0,3i_0,0
1313,0,2i_0,1
1313,0,1i_0,3
1314,0,4i_0,0
1314,0,3i_0,0
1314,0,2i_0,1
1314,0,1i_0,3
1315,0,4i_0,0
1315,0,3i_0,0
1315,0,2i_0,1
1315,0,1i_0,4
1316,0,4i_0,0
1316,0,3i_0,0
1316,0,2i_0,1
1316,0,1i_0,4
1317,0,4i_0,0
1317,0,3i_0,0
1317,0,2i_0,1
1317,0,1i_0,4
1318,0,4i_0,0
1318,0,3i_0,0
1318,0,2i_0,1
1318,0,1i_0,4
1319,0,4i_0,0
1319,0,3i_0,0
1319,0,2i_0,1
1319,0,1i_0,4
1320,0,4i_0,0
1320,0,3i_0,0
1320,0,2i_0,1
1320,0,1i_0,4
1321,0,4i_0,0
1321,0,3i_0,0
1321,0,2i_0,1
1321,0,1i_0,5
1322,0,4i_0,0
1322,0,3i_0,0
1322,0,2i_0,1
1322,0,1i_0,5
1323,0,4i_0,0
1323,0,3i_0,0
1323,0,2i_0,1
1323,0,1i_0,5
1324,0,4i_0,0
1324,0,3i_0,0
1324,0,2i_0,1
1324,0,1i_0,5
1325,0,4i_0,0
1325,0,3i_0,0
1325,0,2i_0,1
1325,0,1i_0,5
1326,0,4i_0,0
1326,0,3i_0,0
1326,0,2i_0,1
1326,0,1i_0,5
1327,0,4i_0,0
1327,0,3i_0,0
1327,0,2i_0,1
1327,0,1i_0,5
1328,0,4i_0,0
1328,0,3i_0,0
1328,0,2i_0,1
1328,0,1i_0,5
1329,0,4i_0,0
1329,0,3i_0,0
1329,0,2i_0,1
1329,0,1i_0,5
1330,0,4i_0,0
1330,0,3i_0,0
1330,0,2i_0,1
1330,0,1i_0,5
1331,0,4i_0,0
1331,0,3i_0,0
1331,0,2i_0,1
1331,0,1i_0,5
1332,0,4i_0,0
1332,0,3i_0,0
1332,0,2i_0,2
1332,0,1i_0,5
1333,0,4i_0,0
1333,0,3i_0,0
1333,0,2i_0,2
1333,0,1i_0,5
1334,0,4i_0,0
1334,0,3i_0,0
1334,0,2i_0,2
1334,0,1i_0,5
1335,0,4i_0,0
1335,0,3i_0,0
1335,0,2i_0,2
1335,0,1i_0,5
1336,0,4i_0,0
1336,0,3i_0,0
1336,0,2i_0,2
1336,0,1i_0,5
1337,0,4i_0,0
1337,0,3i_0,0
1337,0,2i_0,2
1337,0,1i_0,6
1338,0,4i_0,0
1338,0,3i_0,0
1338,0,2i_0,2
1338,0,1i_0,6
1339,0,4i_0,0
1339,0,3i_0,0
1339,0,2i_0,2
1339,0,1i_0,6
1340,0,4i_0,0
1340,0,3i_0,0
1340,0,2i_0,2
1340,0,1i_0,6
1341,0,4i_0,0
1341,0,3i_0,0
1341,0,2i_0,2
1341,0,1i_0,6
1342,0,4i_0,0
1342,0,3i_0,0
1342,0,2i_0,2
1342,0,1i_0,6
1343,0,4i_0,0
1343,0,3i_0,0
1343,0,2i_0,2
1343,0,1i_0,6
1344,0,4i_0,0
1344,0,3i_0,0
1344,0,2i_0,2
1344,0,1i_0,6
1345,0,4i_0,0
1345,0,3i_0,0
1345,0,2i_0,2
1345,0,1i_0,6
1346,0,4i_0,0
1346,0,3i_0,0
1346,0,2i_0,2
1346,0,1i_0,6
1347,0,4i_0,0
1347,0,3i_0,0
1347,0,2i_0,2
1347,0,1i_0,7
1348,0,4i_0,0
1348,0,3i_0,0
1348,0,2i_0,2
1348,0,1i_0,7
1349,0,4i_0,0
1349,0,3i_0,0
1349,0,2i_0,2
1349,0,1i_0,7
1350,0,4i_0,0
1350,0,3i_0,0
1350,0,2i_0,2
1350,0,1i_0,7
1351,0,4i_0,0
1351,0,3i_0,0
1351,0,2i_0,2
1351,0,1i_0,7
1352,0,4i_0,0
1352,0,3i_0,0
1352,0,2i_0,2
1352,0,1i_0,8
1353,0,4i_0,0
1353,0,3i_0,0
1353,0,2i_0,2
1353,0,1i_0,8
1354,0,4i_0,0
1354,0,3i_0,0
1354,0,2i_0,2
1354,0,1i_0,8
1355,0,4i_0,0
1355,0,3i_0,0
1355,0,2i_0,3
1355,0,1i_0,8
1356,0,4i_0,0
1356,0,3i_0,0
1356,0,2i_0,3
1356,0,1i_0,9
1357,0,4i_0,0
1357,0,3i_0,0
1357,0,2i_0,3
1357,0,1i_0,9
1358,0,4i_0,0
1358,0,3i_0,0
1358,0,2i_0,3
1358,0,1i_0,9
1359,0,4i_0,0
1359,0,3i_0,0
1359,0,2i_0,3
1359,0,1i_0,9
1360,0,4i_0,0
1360,0,3i_0,0
1360,0,2i_0,3
1360,0,1i_0,9
1361,0,4i_0,0
1361,0,3i_0,0
1361,0,2i_0,3
1361,0,1i_0,10
1362,0,4i_0,0
1362,0,3i_0,0
1362,0,2i_0,3
1362,0,1i_0,10
1363,0,4i_0,0
1363,0,3i_0,0
1363,0,2i_0,3
1363,0,1i_0,10
1364,0,4i_0,0
1364,0,3i_0,0
1364,0,2i_0,3
1364,0,1i_0,10
1365,0,4i_0,0
1365,0,3i_0,0
1365,0,2i_0,3
1365,0,1i_0,10
1366,0,4i_0,0
1366,0,3i_0,0
1366,0,2i_0,3
1366,0,1i_0,10
1367,0,4i_0,0
1367,0,3i_0,0
1367,0,2i_0,3
1367,0,1i_0,10
1368,0,4i_0,0
1368,0,3i_0,0
1368,0,2i_0,3
1368,0,1i_0,10
1369,0,4i_0,0
1369,0,3i_0,0
1369,0,2i_0,3
1369,0,1i_0,10
1370,0,4i_0,0
1370,0,3i_0,0
1370,0,2i_0,3
1370,0,1i_0,10
1371,0,4i_0,0
1371,0,3i_0,0
1371,0,2i_0,3
1371,0,1i_0,10
1372,0,4i_0,0
1372,0,3i_0,0
1372,0,2i_0,3
1372,0,1i_0,10
1373,0,4i_0,0
1373,0,3i_0,0
1373,0,2i_0,3
1373,0,1i_0,11
1374,0,4i_0,0
1374,0,3i_0,0
1374,0,2i_0,3
1374,0,1i_0,11
1375,0,4i_0,0
1375,0,3i_0,0
1375,0,2i_0,3
1375,0,1i_0,11
1376,0,4i_0,0
1376,0,3i_0,0
1376,0,2i_0,3
1376,0,1i_0,12
1377,0,4i_0,0
1377,0,3i_0,0
1377,0,2i_0,3
1377,0,1i_0,12
1378,0,4i_0,0
1378,0,3i_0,0
1378,0,2i_0,3
1378,0,1i_0,12
1379,0,4i_0,0
1379,0,3i_0,0
1379,0,2i_0,3
1379,0,1i_0,12
1380,0,4i_0,0
1380,0,3i_0,0
1380,0,2i_0,3
1380,0,1i_0,12
1381,0,4i_0,0
1381,0,3i_0,0
1381,0,2i_0,2
1381,0,1i_0,11
1382,0,4i_0,0
1382,0,3i_0,0
1382,0,2i_0,2
1382,0,1i_0,11
1383,0,4i_0,0
1383,0,3i_0,0
1383,0,2i_0,2
1383,0,1i_0,11
1384,0,4i_0,0
1384,0,3i_0,1
1384,0,2i_0,1
1384,0,1i_0,10
1385,0,4i_0,0
1385,0,3i_0,1
1385,0,2i_0,0
1385,0,1i_0,10
1386,0,4i_0,0
1386,0,3i_0,1
1386,0,2i_0,0
1386,0,1i_0,9
1387,0,4i_0,0
1387,0,3i_0,1
1387,0,2i_0,0
1387,0,1i_0,8
1388,0,4i_0,0
1388,0,3i_0,1
1388,0,2i_0,0
1388,0,1i_0,7
1389,0,4i_0,0
1389,0,3i_0,2
1389,0,2i_0,0
1389,0,1i_0,6
1390,0,4i_0,0
1390,0,3i_0,2
1390,0,2i_0,0
1390,0,1i_0,6
1391,0,4i_0,0
1391,0,3i_0,2
1391,0,2i_0,0
1391,0,1i_0,5
1392,0,4i_0,0
1392,0,3i_0,2
1392,0,2i_0,0
1392,0,1i_0,5
1393,0,4i_0,0
1393,0,3i_0,3
1393,0,2i_0,0
1393,0,1i_0,3
1394,0,4i_0,0
1394,0,3i_0,3
1394,0,2i_0,0
1394,0,1i_0,2
1395,0,4i_0,0
1395,0,3i_0,3
1395,0,2i_0,0
1395,0,1i_0,2
1396,0,4i_0,0
1396,0,3i_0,3
1396,0,2i_0,0
1396,0,1i_0,1
1397,0,4i_0,0
1397,0,3i_0,3
1397,0,2i_0,0
1397,0,1i_0,0
1398,0,4i_0,0
1398,0,3i_0,3
1398,0,2i_0,0
1398,0,1i_0,0
1399,0,4i_0,0
1399,0,3i_0,3
1399,0,2i_0,0
1399,0,1i_0,0
1400,0,4i_0,0
1400,0,3i_0,3
1400,0,2i_0,0
1400,0,1i_0,0
1401,0,4i_0,0
1401,0,3i_0,3
1401,0,2i_0,0
1401,0,1i_0,0
1402,0,4i_0,0
1402,0,3i_0,3
1402,0,2i_0,0
1402,0,1i_0,0
1403,0,4i_0,0
1403,0,3i_0,4
1403,0,2i_0,0
1403,0,1i_0,0
1404,0,4i_0,0
1404,0,3i_0,4
1404,0,2i_0,0
1404,0,1i_0,0
1405,0,4i_0,0
1405,0,3i_0,4
1405,0,2i_0,0
1405,0,1i_0,0
1406,0,4i_0,0
1406,0,3i_0,4
1406,0,2i_0,0
1406,0,1i_0,0
1407,0,4i_0,0
1407,0,3i_0,4
1407,0,2i_0,0
1407,0,1i_0,0
1408,0,4i_0,0
1408,0,3i_0,4
1408,0,2i_0,0
1408,0,1i_0,0
1409,0,4i_0,0
1409,0,3i_0,4
1409,0,2i_0,0
1409,0,1i_0,0
1410,0,4i_0,0
1410,0,3i_0,4
1410,0,2i_0,0
1410,0,1i_0,0
1411,0,4i_0,0
1411,0,3i_0,5
1411,0,2i_0,0
1411,0,1i_0,0
1412,0,4i_0,0
1412,0,3i_0,5
1412,0,2i_0,0
1412,0,1i_0,0
1413,0,4i_0,0
1413,0,3i_0,5
1413,0,2i_0,0
1413,0,1i_0,0
1414,0,4i_0,0
1414,0,3i_0,5
1414,0,2i_0,0
1414,0,1i_0,0
1415,0,4i_0,0
1415,0,3i_0,5
1415,0,2i_0,0
1415,0,1i_0,0
1416,0,4i_0,0
1416,0,3i_0,5
1416,0,2i_0,0
1416,0,1i_0,0
1417,0,4i_0,0
1417,0,3i_0,5
1417,0,2i_0,0
1417,0,1i_0,0
1418,0,4i_0,0
1418,0,3i_0,5
1418,0,2i_0,0
1418,0,1i_0,0
1419,0,4i_0,0
1419,0,3i_0,5
1419,0,2i_0,0
1419,0,1i_0,0
1420,0,4i_0,0
1420,0,3i_0,5
1420,0,2i_0,0
1420,0,1i_0,0
1421,0,4i_0,0
1421,0,3i_0,5
1421,0,2i_0,0
1421,0,1i_0,0
1422,0,4i_0,0
1422,0,3i_0,5
1422,0,2i_0,0
1422,0,1i_0,0
1423,0,4i_0,0
1423,0,3i_0,6
1423,0,2i_0,0
1423,0,1i_0,1
1424,0,4i_0,0
1424,0,3i_0,6
1424,0,2i_0,0
1424,0,1i_0,1
1425,0,4i_0,0
1425,0,3i_0,5
1425,0,2i_0,0
1425,0,1i_0,1
1426,0,4i_0,0
1426,0,3i_0,5
1426,0,2i_0,0
1426,0,1i_0,1
1427,0,4i_0,0
1427,0,3i_0,5
1427,0,2i_0,0
1427,0,1i_0,1
1428,0,4i_0,0
1428,0,3i_0,4
1428,0,2i_0,0
1428,0,1i_0,1
1429,0,4i_0,0
1429,0,3i_0,4
1429,0,2i_0,0
1429,0,1i_0,1
1430,0,4i_0,0
1430,0,3i_0,3
1430,0,2i_0,1
1430,0,1i_0,1
1431,0,4i_0,0
1431,0,3i_0,2
1431,0,2i_0,1
1431,0,1i_0,1
1432,0,4i_0,0
1432,0,3i_0,2
1432,0,2i_0,1
1432,0,1i_0,2
1433,0,4i_0,0
1433,0,3i_0,2
1433,0,2i_0,1
1433,0,1i_0,2
1434,0,4i_0,0
1434,0,3i_0,1
1434,0,2i_0,1
1434,0,1i_0,2
1435,0,4i_0,0
1435,0,3i_0,0
1435,0,2i_0,1
1435,0,1i_0,2
1436,0,4i_0,0
1436,0,3i_0,0
1436,0,2i_0,1
1436,0,1i_0,2
1437,0,4i_0,0
1437,0,3i_0,0
1437,0,2i_0,1
1437,0,1i_0,2
1438,0,4i_0,0
1438,0,3i_0,0
1438,0,2i_0,1
1438,0,1i_0,2
1439,0,4i_0,0
1439,0,3i_0,0
1439,0,2i_0,1
1439,0,1i_0,2
1440,0,4i_0,0
1440,0,3i_0,0
1440,0,2i_0,1
1440,0,1i_0,2
1441,0,4i_0,0
1441,0,3i_0,0
1441,0,2i_0,1
1441,0,1i_0,2
1442,0,4i_0,0
1442,0,3i_0,0
1442,0,2i_0,1
1442,0,1i_0,2
1443,0,4i_0,0
1443,0,3i_0,0
1443,0,2i_0,1
1443,0,1i_0,2
1444,0,4i_0,0
1444,0,3i_0,0
1444,0,2i_0,1
1444,0,1i_0,2
1445,0,4i_0,0
1445,0,3i_0,0
1445,0,2i_0,1
1445,0,1i_0,3
1446,0,4i_0,0
1446,0,3i_0,0
1446,0,2i_0,1
1446,0,1i_0,3
1447,0,4i_0,0
1447,0,3i_0,0
1447,0,2i_0,1
1447,0,1i_0,3
1448,0,4i_0,0
1448,0,3i_0,0
1448,0,2i_0,1
1448,0,1i_0,3
1449,0,4i_0,0
1449,0,3i_0,0
1449,0,2i_0,2
1449,0,1i_0,3
1450,0,4i_0,0
1450,0,3i_0,0
1450,0,2i_0,2
1450,0,1i_0,3
1451,0,4i_0,0
1451,0,3i_0,0
1451,0,2i_0,2
1451,0,1i_0,4
1452,0,4i_0,0
1452,0,3i_0,0
1452,0,2i_0,2
1452,0,1i_0,4
1453,0,4i_0,0
1453,0,3i_0,0
1453,0,2i_0,2
1453,0,1i_0,4
1454,0,4i_0,0
1454,0,3i_0,0
1454,0,2i_0,2
1454,0,1i_0,4
1455,0,4i_0,0
1455,0,3i_0,0
1455,0,2i_0,2
1455,0,1i_0,4
1456,0,4i_0,0
1456,0,3i_0,0
1456,0,2i_0,2
1456,0,1i_0,4
1457,0,4i_0,0
1457,0,3i_0,0
1457,0,2i_0,2
1457,0,1i_0,4
1458,0,4i_0,0
1458,0,3i_0,0
1458,0,2i_0,2
1458,0,1i_0,4
1459,0,4i_0,0
1459,0,3i_0,0
1459,0,2i_0,2
1459,0,1i_0,4
1460,0,4i_0,0
1460,0,3i_0,0
1460,0,2i_0,2
1460,0,1i_0,4
1461,0,4i_0,0
1461,0,3i_0,0
1461,0,2i_0,2
1461,0,1i_0,4
1462,0,4i_0,0
1462,0,3i_0,0
1462,0,2i_0,2
1462,0,1i_0,4
1463,0,4i_0,0
1463,0,3i_0,0
1463,0,2i_0,2
1463,0,1i_0,4
1464,0,4i_0,0
1464,0,3i_0,0
1464,0,2i_0,2
1464,0,1i_0,4
1465,0,4i_0,0
1465,0,3i_0,0
1465,0,2i_0,2
1465,0,1i_0,4
1466,0,4i_0,0
1466,0,3i_0,0
1466,0,2i_0,1
1466,0,1i_0,3
1467,0,4i_0,0
1467,0,3i_0,0
1467,0,2i_0,2
1467,0,1i_0,3
1468,0,4i_0,0
1468,0,3i_0,0
1468,0,2i_0,2
1468,0,1i_0,3
1469,0,4i_0,0
1469,0,3i_0,0
1469,0,2i_0,2
1469,0,1i_0,2
1470,0,4i_0,0
1470,0,3i_0,0
1470,0,2i_0,0
1470,0,1i_0,2
1471,0,4i_0,0
1471,0,3i_0,0
1471,0,2i_0,0
1471,0,1i_0,0
1472,0,4i_0,0
1472,0,3i_0,0
1472,0,2i_0,0
1472,0,1i_0,0
1473,0,4i_0,0
1473,0,3i_0,0
1473,0,2i_0,0
1473,0,1i_0,0
1474,0,4i_0,0
1474,0,3i_0,0
1474,0,2i_0,0
1474,0,1i_0,0
1475,0,4i_0,0
1475,0,3i_0,1
1475,0,2i_0,0
1475,0,1i_0,0
1476,0,4i_0,0
1476,0,3i_0,1
1476,0,2i_0,0
1476,0,1i_0,0
1477,0,4i_0,0
1477,0,3i_0,1
1477,0,2i_0,0
1477,0,1i_0,0
1478,0,4i_0,0
1478,0,3i_0,1
1478,0,2i_0,0
1478,0,1i_0,0
1479,0,4i_0,0
1479,0,3i_0,1
1479,0,2i_0,0
1479,0,1i_0,0
1480,0,4i_0,0
1480,0,3i_0,1
1480,0,2i_0,0
1480,0,1i_0,0
1481,0,4i_0,0
1481,0,3i_0,1
1481,0,2i_0,0
1481,0,1i_0,0
1482,0,4i_0,1
1482,0,3i_0,1
1482,0,2i_0,0
1482,0,1i_0,1
1483,0,4i_0,1
1483,0,3i_0,1
1483,0,2i_0,0
1483,0,1i_0,1
1484,0,4i_0,1
1484,0,3i_0,1
1484,0,2i_0,1
1484,0,1i_0,1
1485,0,4i_0,1
1485,0,3i_0,2
1485,0,2i_0,1
1485,0,1i_0,1
1486,0,4i_0,0
1486,0,3i_0,1
1486,0,2i_0,1
1486,0,1i_0,1
1487,0,4i_0,0
1487,0,3i_0,1
1487,0,2i_0,1
1487,0,1i_0,2
1488,0,4i_0,0
1488,0,3i_0,1
1488,0,2i_0,1
1488,0,1i_0,2
1489,0,4i_0,0
1489,0,3i_0,1
1489,0,2i_0,1
1489,0,1i_0,2
1490,0,4i_0,0
1490,0,3i_0,0
1490,0,2i_0,1
1490,0,1i_0,2
1491,0,4i_0,0
1491,0,3i_0,0
1491,0,2i_0,1
1491,0,1i_0,2
1492,0,4i_0,0
1492,0,3i_0,0
1492,0,2i_0,1
1492,0,1i_0,2
1493,0,4i_0,0
1493,0,3i_0,0
1493,0,2i_0,1
1493,0,1i_0,2
1494,0,4i_0,0
1494,0,3i_0,0
1494,0,2i_0,1
1494,0,1i_0,2
1495,0,4i_0,0
1495,0,3i_0,0
1495,0,2i_0,1
1495,0,1i_0,2
1496,0,4i_0,0
1496,0,3i_0,0
1496,0,2i_0,1
1496,0,1i_0,3
1497,0,4i_0,0
